Company,Technology,Mentions_SocialMedia,Mentions_Internet,Market_Penetration (%),Sentiment_SocialMedia,Sentiment_Internet,Innovation_Index,Category,Region,Revenue_Estimate (USD),Employee_Count,Date,Sentiment_Score_SocialMedia,Sentiment_Score_Internet,Growth_Rate_Mentions_SocialMedia,Growth_Rate_Mentions_Internet
Agritech Tunisia,Smart Irrigation,346,99,13.35,neutre,positif,10,Smart Irrigation,Tunisia,457021,454,2024-11-15,0,1,4.580645161290323,-0.3443708609271523
Agritech Tunisia,Agricultural Robotics,132,279,15.57,positif,neutre,7,Sustainability,Global,4844221,761,2024-11-15,1,0,-0.6184971098265897,1.8181818181818183
Agritech Tunisia,Smart Irrigation,63,124,13.77,neutre,positif,3,AI,Europe,846333,654,2024-11-15,0,1,-0.5227272727272727,-0.5555555555555556
Agritech Tunisia,Climate-Smart Agriculture,37,228,25.63,négatif,positif,10,Water Management,Sub-Saharan Africa,431365,435,2024-11-15,-1,1,-0.4126984126984127,0.8387096774193548
Agritech Tunisia,Smart Irrigation,242,171,9.2,neutre,négatif,4,Drones,Tunisia,1842731,754,2024-11-15,0,-1,5.54054054054054,-0.25
Agritech Tunisia,Precision Agriculture,454,173,18.44,positif,neutre,2,Water Management,North Africa,3948744,832,2024-11-15,1,0,0.8760330578512396,0.011695906432748648
Agritech Tunisia,Agriculture 4.0,223,250,19.83,positif,négatif,7,Climate Change,Tunisia,661816,435,2024-11-15,1,-1,-0.5088105726872247,0.4450867052023122
Agritech Tunisia,Water Management,113,97,8.13,positif,positif,4,Technology Adoption,Sub-Saharan Africa,4480718,810,2024-11-15,1,1,-0.49327354260089684,-0.612
Agritech Tunisia,Agricultural Robotics,364,209,25.32,neutre,positif,5,Technology Adoption,North Africa,447048,823,2024-11-15,0,1,2.2212389380530975,1.1546391752577319
Agritech Tunisia,Smart Irrigation,408,56,16.13,négatif,neutre,7,Precision Agriculture,Sub-Saharan Africa,4226046,196,2024-11-15,-1,0,0.1208791208791209,-0.7320574162679425
Agritech Tunisia,Agriculture 4.0,73,125,6.86,négatif,négatif,8,Technology Adoption,Global,3659459,472,2024-11-15,-1,-1,-0.821078431372549,1.2321428571428572
Agritech Tunisia,AI in Agriculture,296,293,14.99,négatif,positif,6,Water Management,North Africa,4206830,754,2024-11-15,-1,1,3.0547945205479454,1.3439999999999999
Agritech Tunisia,Water Management,400,224,24.09,négatif,neutre,7,Climate Change,North Africa,3017092,281,2024-11-15,-1,0,0.3513513513513513,-0.23549488054607504
Agritech Tunisia,Climate-Smart Agriculture,314,228,3.25,négatif,neutre,9,AI,Sub-Saharan Africa,4170939,463,2024-11-15,-1,0,-0.21499999999999997,0.017857142857142794
Agritech Tunisia,IoT for Farming,83,210,26.54,neutre,neutre,7,Precision Agriculture,North Africa,2732355,353,2024-11-15,0,0,-0.7356687898089171,-0.07894736842105265
Agritech Tunisia,Water Management,138,178,26.07,positif,négatif,6,Technology Adoption,North Africa,1878575,191,2024-11-15,1,-1,0.6626506024096386,-0.1523809523809524
Agritech Tunisia,Climate-Smart Agriculture,367,74,4.26,négatif,négatif,5,Smart Irrigation,Europe,2438608,959,2024-11-15,-1,-1,1.6594202898550723,-0.5842696629213483
Agritech Tunisia,IoT for Farming,244,277,8.02,positif,positif,4,Sustainability,North Africa,584796,934,2024-11-15,1,1,-0.33514986376021794,2.7432432432432434
Agritech Tunisia,AI in Agriculture,411,128,15.86,neutre,neutre,3,AI,Sub-Saharan Africa,1776671,974,2024-11-15,0,0,0.6844262295081966,-0.5379061371841155
Agritech Tunisia,Drones for Crop Monitoring,367,185,25.02,positif,négatif,7,Climate Change,Sub-Saharan Africa,207550,669,2024-11-15,1,-1,-0.10705596107055959,0.4453125
Agritech Tunisia,Smart Irrigation,200,37,5.3,neutre,négatif,7,Technology Adoption,Europe,4591177,412,2024-11-15,0,-1,-0.45504087193460485,-0.8
Agritech Tunisia,Precision Agriculture,369,187,29.23,négatif,positif,1,AI,Sub-Saharan Africa,2139908,73,2024-11-15,-1,1,0.845,4.054054054054054
Agritech Tunisia,Agricultural Robotics,109,213,26.43,positif,neutre,1,Precision Agriculture,Global,4787905,495,2024-11-15,1,0,-0.7046070460704608,0.1390374331550801
Agritech Tunisia,Sustainable Agriculture,93,192,17.19,neutre,neutre,2,Smart Irrigation,Tunisia,3765979,35,2024-11-15,0,0,-0.14678899082568808,-0.09859154929577463
Agritech Tunisia,Precision Agriculture,93,245,5.23,négatif,positif,8,AI,Tunisia,383960,773,2024-11-15,-1,1,0.0,0.27604166666666674
Agritech Tunisia,Water Management,273,55,16.7,positif,négatif,3,Robotics,North Africa,3332995,169,2024-11-16,1,-1,1.935483870967742,-0.7755102040816326
Agritech Tunisia,Drones for Crop Monitoring,123,187,15.79,neutre,négatif,3,Water Management,Europe,2049756,748,2024-11-16,0,-1,-0.5494505494505495,2.4
Agritech Tunisia,Climate-Smart Agriculture,404,10,14.99,négatif,neutre,2,Sustainability,Global,2864236,144,2024-11-16,-1,0,2.2845528455284554,-0.946524064171123
Agritech Tunisia,AI in Agriculture,354,91,29.07,neutre,positif,8,Drones,North Africa,3656747,687,2024-11-16,0,1,-0.12376237623762376,8.1
Agritech Tunisia,Drones for Crop Monitoring,406,44,6.5,positif,neutre,4,Robotics,North Africa,2471792,256,2024-11-16,1,0,0.14689265536723162,-0.5164835164835164
Agritech Tunisia,Drones for Crop Monitoring,81,282,12.24,neutre,négatif,5,Sustainability,Tunisia,4989790,107,2024-11-16,0,-1,-0.8004926108374384,5.409090909090909
Agritech Tunisia,Water Management,137,262,9.41,négatif,neutre,6,Climate Change,Europe,3716511,620,2024-11-16,-1,0,0.691358024691358,-0.07092198581560283
Agritech Tunisia,AI in Agriculture,203,254,29.33,négatif,neutre,10,Robotics,Sub-Saharan Africa,4567444,713,2024-11-16,-1,0,0.4817518248175183,-0.03053435114503822
Agritech Tunisia,Smart Irrigation,84,267,4.07,neutre,neutre,4,Robotics,Global,52399,210,2024-11-16,0,0,-0.5862068965517242,0.051181102362204633
Agritech Tunisia,Drones for Crop Monitoring,390,71,22.08,neutre,positif,10,Robotics,North Africa,232037,152,2024-11-16,0,1,3.6428571428571432,-0.7340823970037453
Agritech Tunisia,AI in Agriculture,311,28,5.45,neutre,positif,4,Climate Change,Europe,2024395,622,2024-11-16,0,1,-0.2025641025641025,-0.6056338028169015
Agritech Tunisia,Sustainable Agriculture,147,300,8.72,positif,positif,1,IoT,Tunisia,2815915,397,2024-11-16,1,1,-0.527331189710611,9.714285714285714
Agritech Tunisia,Water Management,365,267,20.77,positif,négatif,9,Precision Agriculture,Tunisia,3892233,157,2024-11-16,1,-1,1.4829931972789114,-0.10999999999999999
Agritech Tunisia,AI in Agriculture,484,195,25.19,neutre,neutre,6,Sustainability,North Africa,1080678,753,2024-11-16,0,0,0.3260273972602741,-0.2696629213483146
Agritech Tunisia,Climate-Smart Agriculture,333,122,3.2,positif,négatif,6,Smart Irrigation,Europe,1382588,883,2024-11-16,1,-1,-0.3119834710743802,-0.37435897435897436
Agritech Tunisia,Agriculture 4.0,220,103,22.97,neutre,neutre,5,Smart Irrigation,Tunisia,848470,716,2024-11-16,0,0,-0.33933933933933935,-0.15573770491803274
Agritech Tunisia,Agricultural Robotics,354,64,28.32,neutre,neutre,6,AI,Global,3163008,70,2024-11-16,0,0,0.6090909090909091,-0.3786407766990292
Agritech Tunisia,Smart Irrigation,160,251,3.34,négatif,neutre,2,Precision Agriculture,North Africa,2735230,172,2024-11-16,-1,0,-0.5480225988700564,2.921875
Agritech Tunisia,Climate-Smart Agriculture,411,16,27.8,négatif,négatif,6,Climate Change,Global,4945036,703,2024-11-16,-1,-1,1.56875,-0.9362549800796813
Agritech Tunisia,Precision Agriculture,309,50,18.8,positif,neutre,10,Precision Agriculture,Sub-Saharan Africa,2873910,117,2024-11-16,1,0,-0.24817518248175185,2.125
Agritech Tunisia,Drones for Crop Monitoring,66,154,11.75,positif,neutre,10,Robotics,Global,2234690,399,2024-11-16,1,0,-0.7864077669902912,2.08
Agritech Tunisia,Climate-Smart Agriculture,182,27,10.37,neutre,positif,5,Robotics,North Africa,3513417,180,2024-11-16,0,1,1.7575757575757578,-0.8246753246753247
Agritech Tunisia,Sustainable Agriculture,360,185,4.38,positif,neutre,9,Precision Agriculture,Europe,3300565,749,2024-11-16,1,0,0.9780219780219781,5.851851851851852
Agritech Tunisia,AI in Agriculture,393,256,17.49,positif,neutre,7,AI,Tunisia,4484459,517,2024-11-16,1,0,0.09166666666666656,0.38378378378378386
Agritech Tunisia,Agriculture 4.0,374,43,23.83,neutre,négatif,10,Water Management,Europe,1907440,628,2024-11-16,0,-1,-0.04834605597964381,-0.83203125
Agritech Tunisia,Precision Agriculture,348,95,7.54,positif,positif,6,Smart Irrigation,Global,1240178,319,2024-11-16,1,1,-0.06951871657754005,1.2093023255813953
Agritech Tunisia,Water Management,213,121,17.81,positif,positif,6,IoT,Sub-Saharan Africa,2536292,816,2024-11-16,1,1,-0.3879310344827587,0.27368421052631575
Agritech Tunisia,Precision Agriculture,128,191,28.48,neutre,neutre,10,Smart Irrigation,Europe,3288310,457,2024-11-16,0,0,-0.39906103286384975,0.578512396694215
Agritech Tunisia,Agriculture 4.0,386,138,24.66,positif,négatif,2,AI,Europe,4554431,196,2024-11-16,1,-1,2.015625,-0.2774869109947644
Agritech Tunisia,IoT for Farming,354,286,16.98,positif,négatif,5,Robotics,Europe,833104,411,2024-11-16,1,-1,-0.08290155440414504,1.072463768115942
Agritech Tunisia,Agriculture 4.0,164,244,19.43,négatif,neutre,9,Water Management,Europe,4191128,235,2024-11-16,-1,0,-0.536723163841808,-0.14685314685314688
Agritech Tunisia,IoT for Farming,70,18,13.05,négatif,négatif,3,Smart Irrigation,Tunisia,3655160,123,2024-11-17,-1,-1,-0.5731707317073171,-0.9262295081967213
Agritech Tunisia,IoT for Farming,446,117,13.87,positif,positif,10,AI,North Africa,2060090,673,2024-11-17,1,1,5.371428571428571,5.5
Agritech Tunisia,Climate-Smart Agriculture,234,228,23.2,neutre,négatif,10,AI,Europe,800324,67,2024-11-17,0,-1,-0.4753363228699552,0.9487179487179487
Agritech Tunisia,Smart Irrigation,75,216,22.14,neutre,positif,7,Technology Adoption,Global,4004377,659,2024-11-17,0,1,-0.6794871794871795,-0.052631578947368474
Agritech Tunisia,Drones for Crop Monitoring,413,122,11.42,neutre,neutre,9,IoT,Sub-Saharan Africa,738565,424,2024-11-17,0,0,4.506666666666667,-0.43518518518518523
Agritech Tunisia,Agriculture 4.0,224,238,17.41,neutre,négatif,4,Robotics,Sub-Saharan Africa,2441926,968,2024-11-17,0,-1,-0.4576271186440678,0.9508196721311475
Agritech Tunisia,Precision Agriculture,386,22,29.17,négatif,négatif,8,IoT,Europe,1538985,78,2024-11-17,-1,-1,0.7232142857142858,-0.907563025210084
Agritech Tunisia,Sustainable Agriculture,200,225,11.14,positif,positif,9,Robotics,Global,1765908,299,2024-11-17,1,1,-0.4818652849740933,9.227272727272727
Agritech Tunisia,Drones for Crop Monitoring,146,12,29.32,positif,négatif,5,Precision Agriculture,Sub-Saharan Africa,2785786,197,2024-11-17,1,-1,-0.27,-0.9466666666666667
Agritech Tunisia,AI in Agriculture,494,148,28.74,positif,positif,1,IoT,Europe,3156794,748,2024-11-17,1,1,2.3835616438356166,11.333333333333334
Agritech Tunisia,Smart Irrigation,80,219,13.9,neutre,positif,9,Sustainability,Sub-Saharan Africa,4210524,32,2024-11-17,0,1,-0.8380566801619433,0.4797297297297298
Agritech Tunisia,IoT for Farming,300,114,22.15,positif,négatif,3,IoT,Tunisia,3157664,203,2024-11-17,1,-1,2.75,-0.4794520547945206
Agritech Tunisia,Drones for Crop Monitoring,150,48,6.82,négatif,positif,2,IoT,Europe,2315473,72,2024-11-17,-1,1,-0.5,-0.5789473684210527
Agritech Tunisia,Precision Agriculture,415,70,10.38,neutre,positif,4,Climate Change,Europe,744207,140,2024-11-17,0,1,1.7666666666666666,0.45833333333333326
Agritech Tunisia,Water Management,83,83,26.26,neutre,positif,9,AI,North Africa,2872910,923,2024-11-17,0,1,-0.8,0.18571428571428572
Agritech Tunisia,Agricultural Robotics,499,169,9.83,positif,positif,1,Sustainability,North Africa,3263863,821,2024-11-17,1,1,5.0120481927710845,1.036144578313253
Agritech Tunisia,AI in Agriculture,469,116,7.8,positif,positif,6,Robotics,Europe,4957216,84,2024-11-17,1,1,-0.06012024048096187,-0.31360946745562135
Agritech Tunisia,AI in Agriculture,170,198,8.61,négatif,neutre,3,Water Management,Tunisia,144827,182,2024-11-17,-1,0,-0.6375266524520256,0.7068965517241379
Agritech Tunisia,Water Management,11,42,15.44,positif,neutre,6,Sustainability,Tunisia,3633696,412,2024-11-17,1,0,-0.9352941176470588,-0.7878787878787878
Agritech Tunisia,Precision Agriculture,475,170,29.71,neutre,neutre,3,Sustainability,Global,4560580,391,2024-11-17,0,0,42.18181818181818,3.0476190476190474
Agritech Tunisia,Agriculture 4.0,182,223,26.38,négatif,négatif,10,Climate Change,Global,824721,821,2024-11-17,-1,-1,-0.6168421052631579,0.31176470588235294
Agritech Tunisia,IoT for Farming,360,144,5.73,positif,neutre,8,Technology Adoption,Europe,3758548,107,2024-11-17,1,0,0.9780219780219781,-0.3542600896860987
Agritech Tunisia,Smart Irrigation,374,235,15.17,négatif,positif,10,Sustainability,North Africa,1621215,988,2024-11-17,-1,1,0.03888888888888897,0.6319444444444444
Agritech Tunisia,Smart Irrigation,321,69,9.77,positif,neutre,10,Climate Change,Europe,647153,94,2024-11-17,1,0,-0.14171122994652408,-0.7063829787234043
Agritech Tunisia,Agriculture 4.0,221,232,10.98,positif,négatif,8,Sustainability,Global,4052709,28,2024-11-17,1,-1,-0.31152647975077885,2.36231884057971
Agritech Tunisia,AI in Agriculture,430,111,18.66,positif,négatif,2,Climate Change,Tunisia,677971,733,2024-11-17,1,-1,0.9457013574660633,-0.521551724137931
Agritech Tunisia,IoT for Farming,50,80,16.83,neutre,négatif,1,Water Management,Sub-Saharan Africa,3030133,232,2024-11-17,0,-1,-0.8837209302325582,-0.2792792792792793
Agritech Tunisia,Water Management,12,121,17.57,négatif,positif,9,Technology Adoption,Global,4727012,553,2024-11-17,-1,1,-0.76,0.5125
Agritech Tunisia,IoT for Farming,471,180,19.96,positif,positif,9,Smart Irrigation,North Africa,2330055,914,2024-11-17,1,1,38.25,0.4876033057851239
Agritech Tunisia,AI in Agriculture,76,107,9.0,neutre,positif,5,Precision Agriculture,Sub-Saharan Africa,4317784,210,2024-11-17,0,1,-0.8386411889596603,-0.40555555555555556
Agritech Tunisia,Smart Irrigation,112,263,7.88,neutre,positif,2,Drones,Europe,3050505,489,2024-11-17,0,1,0.4736842105263157,1.457943925233645
Agritech Tunisia,IoT for Farming,21,202,15.37,positif,neutre,7,Drones,Europe,865806,296,2024-11-18,1,0,-0.8125,-0.23193916349809884
Agritech Tunisia,Precision Agriculture,188,297,29.36,positif,positif,2,Precision Agriculture,Sub-Saharan Africa,1505267,107,2024-11-18,1,1,7.9523809523809526,0.47029702970297027
Agritech Tunisia,Sustainable Agriculture,141,241,9.8,neutre,neutre,4,Robotics,Global,1993387,48,2024-11-18,0,0,-0.25,-0.18855218855218858
Agritech Tunisia,Sustainable Agriculture,81,139,8.92,neutre,positif,7,Climate Change,Europe,928438,241,2024-11-18,0,1,-0.42553191489361697,-0.4232365145228216
Agritech Tunisia,Agriculture 4.0,123,261,16.67,négatif,négatif,9,AI,Tunisia,541461,65,2024-11-18,-1,-1,0.5185185185185186,0.8776978417266188
Agritech Tunisia,Agricultural Robotics,225,116,28.82,positif,positif,1,AI,Europe,4542119,595,2024-11-18,1,1,0.8292682926829269,-0.5555555555555556
Agritech Tunisia,Drones for Crop Monitoring,337,43,19.87,neutre,neutre,9,IoT,North Africa,4519131,806,2024-11-18,0,0,0.4977777777777779,-0.6293103448275862
Agritech Tunisia,IoT for Farming,486,62,21.96,négatif,négatif,7,Climate Change,North Africa,3958424,385,2024-11-18,-1,-1,0.44213649851632053,0.44186046511627897
Agritech Tunisia,Agricultural Robotics,399,267,1.65,positif,neutre,10,Precision Agriculture,Tunisia,3803349,633,2024-11-18,1,0,-0.17901234567901236,3.306451612903226
Agritech Tunisia,Water Management,445,95,4.21,positif,positif,6,Robotics,Europe,1041205,837,2024-11-18,1,1,0.11528822055137855,-0.6441947565543071
Agritech Tunisia,Drones for Crop Monitoring,488,213,15.79,négatif,neutre,2,AI,Tunisia,1248411,664,2024-11-18,-1,0,0.09662921348314613,1.2421052631578946
Agritech Tunisia,Smart Irrigation,88,219,9.56,neutre,positif,1,Smart Irrigation,North Africa,1506711,461,2024-11-18,0,1,-0.819672131147541,0.028169014084507005
Agritech Tunisia,AI in Agriculture,175,76,20.93,neutre,neutre,4,Smart Irrigation,North Africa,3812148,739,2024-11-18,0,0,0.9886363636363635,-0.6529680365296804
Agritech Tunisia,IoT for Farming,234,185,11.84,négatif,négatif,6,Precision Agriculture,Tunisia,708155,74,2024-11-18,-1,-1,0.3371428571428572,1.4342105263157894
Agritech Tunisia,Smart Irrigation,390,144,3.74,positif,négatif,1,Climate Change,North Africa,3423102,931,2024-11-18,1,-1,0.6666666666666667,-0.22162162162162158
Agritech Tunisia,Smart Irrigation,437,169,26.23,neutre,positif,6,AI,Europe,2790608,244,2024-11-18,0,1,0.12051282051282053,0.17361111111111116
Agritech Tunisia,AI in Agriculture,393,259,29.77,neutre,positif,6,Technology Adoption,Europe,2767820,86,2024-11-18,0,1,-0.10068649885583525,0.5325443786982249
Agritech Tunisia,Agricultural Robotics,458,246,25.13,négatif,neutre,5,IoT,North Africa,1469722,860,2024-11-18,-1,0,0.1653944020356235,-0.050193050193050204
Agritech Tunisia,Water Management,417,194,26.32,positif,négatif,4,Robotics,Tunisia,1118153,578,2024-11-18,1,-1,-0.08951965065502188,-0.21138211382113825
Agritech Tunisia,Agriculture 4.0,468,75,6.85,neutre,neutre,8,Water Management,Europe,1389930,509,2024-11-18,0,0,0.1223021582733812,-0.6134020618556701
Agritech Tunisia,Sustainable Agriculture,425,257,15.98,négatif,neutre,4,AI,Sub-Saharan Africa,822294,326,2024-11-18,-1,0,-0.09188034188034189,2.4266666666666667
Agritech Tunisia,Drones for Crop Monitoring,273,294,2.65,neutre,négatif,1,Climate Change,North Africa,2304562,110,2024-11-18,0,-1,-0.35764705882352943,0.14396887159533067
Agritech Tunisia,Water Management,199,158,1.29,positif,neutre,1,Robotics,Global,2346294,843,2024-11-18,1,0,-0.2710622710622711,-0.4625850340136054
Agritech Tunisia,Agricultural Robotics,176,9,1.2,neutre,neutre,9,Drones,Sub-Saharan Africa,2369937,507,2024-11-18,0,0,-0.11557788944723613,-0.9430379746835443
Agritech Tunisia,Drones for Crop Monitoring,413,298,7.17,neutre,positif,1,Smart Irrigation,Global,3003776,430,2024-11-18,0,1,1.3465909090909092,32.111111111111114
Agritech Tunisia,Climate-Smart Agriculture,248,223,23.71,neutre,négatif,9,Climate Change,North Africa,2565958,942,2024-11-18,0,-1,-0.3995157384987893,-0.2516778523489933
Agritech Tunisia,Smart Irrigation,22,269,11.32,positif,neutre,5,Robotics,Tunisia,2831590,819,2024-11-18,1,0,-0.9112903225806451,0.20627802690582953
Agritech Tunisia,AI in Agriculture,454,259,12.29,positif,positif,10,Sustainability,North Africa,4649327,19,2024-11-18,1,1,19.636363636363637,-0.03717472118959109
Agritech Tunisia,Climate-Smart Agriculture,130,244,19.23,négatif,positif,7,Robotics,Global,692291,586,2024-11-18,-1,1,-0.7136563876651982,-0.05791505791505791
Agritech Tunisia,Sustainable Agriculture,195,218,8.58,neutre,positif,7,Drones,Global,731104,915,2024-11-19,0,1,0.5,-0.10655737704918034
Agritech Tunisia,Precision Agriculture,133,24,2.98,neutre,négatif,5,Robotics,North Africa,4999314,969,2024-11-19,0,-1,-0.31794871794871793,-0.8899082568807339
Agritech Tunisia,Smart Irrigation,56,170,14.29,négatif,négatif,2,Climate Change,Global,4195026,609,2024-11-19,-1,-1,-0.5789473684210527,6.083333333333333
Agritech Tunisia,IoT for Farming,46,32,27.53,positif,neutre,3,Sustainability,North Africa,4998795,609,2024-11-19,1,0,-0.1785714285714286,-0.8117647058823529
Agritech Tunisia,Drones for Crop Monitoring,24,143,5.93,positif,positif,3,IoT,Global,3833512,625,2024-11-19,1,1,-0.4782608695652174,3.46875
Agritech Tunisia,Drones for Crop Monitoring,162,219,24.5,négatif,négatif,10,IoT,North Africa,4555440,683,2024-11-19,-1,-1,5.75,0.5314685314685315
Agritech Tunisia,Water Management,420,244,15.35,positif,neutre,7,AI,Tunisia,65961,344,2024-11-19,1,0,1.5925925925925926,0.11415525114155245
Agritech Tunisia,Agriculture 4.0,299,263,15.29,positif,négatif,9,Precision Agriculture,North Africa,1802712,155,2024-11-19,1,-1,-0.28809523809523807,0.07786885245901631
Agritech Tunisia,Drones for Crop Monitoring,106,200,28.23,positif,négatif,10,AI,Tunisia,1754515,294,2024-11-19,1,-1,-0.6454849498327759,-0.2395437262357415
